1,,,,59828,2309,686,,,,,,,RB,RB,RB,,,
2,,,,53059,2312,762,,,,,,,RB,RB,RB,,,
3,,,,49915,4222,836,,,,,,,RB,RB,RB,,,
4,,,,29641,2354,408,,,,,,,RB,RB,RB,,,
5,,,,21201,1736,689,,,,,,,RB,RB,RB,,,
6,,,,37509,2160,444,,,,,,,RB,RB,RB,,,
7,,,,44091,4666,679,,,,,,,RB,RB,RB,,,
8,,,,28228,3238,380,,,,,,,RB,RB,RB,,,
9,,,,24268,2134,1170,,,,,,,RB,RB,RB,,,
10,,,,40888,4138,730,,,,,,,RB,RB,RB,,,
11,,,,31490,1887,362,,,,,,,RB,RB,RB,,,
12,,,,49373,3455,865,,,,,,,RB,RB,RB,,,
13,,,,22441,2715,993,,,,,,,RB,RB,RB,,,
14,,,,42351,3386,450,,,,,,,RB,RB,RB,,,
15,,,,37205,6121,346,,,,,,,RB,RB,RB,,,
16,,,,43955,2793,457,,,,,,,RB,RB,RB,,,
17,,,,20989,3143,331,,,,,,,RB,RB,RB,,,
18,,,,39864,3647,515,,,,,,,RB,RB,RB,,,
19,,,,21744,2030,228,,,,,,,RB,RB,RB,,,
20,,,,37595,2644,370,,,,,,,RB,RB,RB,,,
21,,,,59621,2537,804,,,,,,,RB,RB,RB,,,
22,,,,38401,2349,631,,,,,,,RB,RB,RB,,,
23,,,,45092,3178,531,,,,,,,RB,RB,RB,,,
24,,,,25985,1974,210,,,,,,,RB,RB,RB,,,
25,,,,22662,2206,262,,,,,,,RB,RB,RB,,,
26,,,,35127,3697,360,,,,,,,RB,RB,RB,,,
27,,,,48227,4874,2448,,,,,,,RB,RB,RB,,,
28,,,,50843,2568,385,,,,,,,RB,RB,RB,,,
29,,,,35526,4770,650,,,,,,,RB,RB,RB,,,
30,,,,35048,4930,477,,,,,,,RB,RB,RB,,,
31,,,,26264,3397,476,,,,,,,RB,RB,RB,,,
32,,,,40433,1810,150,,,,,,,RB,RB,RB,Enter thru gate-go in and out of driveway,,
33,,,,28754,1949,368,,,,,,,RB,RB,RB,Enter thru gate-go in and out of driveway,,
34,,,,13865,2900,235,,,,,,,RB,RB,RB,,,
35,,,,46101,4764,667,,,,,,,RB,RB,RB,,,
36,,,,28024,2100,485,,,,,,,RB,RB,RB,,,
37,,,,38981,3448,273,,,,,,,RB,RB,RB,,,
38,,,,26217,5235,297,,,,,,,,,,,,
39,,,,28961,3015,377,,,,,,,RB,RB,RB,,,
40,,,,38323,2632,593,,,,,,,RB,RB,RB,,,
41,,,,29036,2400,337,,,,,,,RB,RB,RB,,,
42,,,,27937,5357,360,,,,,,,RB,RB,RB,,,
43,,,,23572,2456,552,,,,,,,,,,,,
44,,,,31746,1276,492,,,,,,,RB,RB,RB,,,
45,,,,38704,2604,587,,,,,,,RB,RB,RB,,,
46,,,,34238,2850,323,,,,,,,RB,RB,RB,,,
47,,,,17856,965,212,,,,,,,RB,RB,RB,,,
48,,,,21991,4334,234,,,,,,,RB,RB,RB,,,
49,,,,61151,3166,544,,,,,,,RB,RB,RB,,,
50,,,,25483,2609,242,,,,,,,RB,RB,RB,,,
51,,,,25527,1485,285,,,,,,,RB,RB,RB,,,
52,,,,32804,1434,332,,,,,,,RB,RB,RB,,,
53,,,,38127,1982,582,,,,,,,RB,RB,RB,,,
54,,,,22180,1949,280,,,,,,,RB,RB,RB,,,
55,,,,32432,3214,646,,,,,,,RB,RB,RB,,,
56,,,,24342,1909,484,,,,,,,RB,RB,RB,,,
57,,,,50757,2921,347,,,,,,,RB,RB,RB,,,
58,,,,18874,1846,114,,,,,,,RB,RB,RB,,,
59,,,,13846,3561,197,,,,,,,RB,RB,RB,,,
60,,,,26503,5212,1092,,,,,,,RB,RB,RB,,,
61,,,,19295,1734,396,,,,,,,RB,RB,RB,,,
62,,,,24845,3163,393,,,,,,,RB,RB,RB,,,
63,,,,25163,2634,488,,,,,,,RB,RB,RB,,,
64,,,,33317,2929,272,,,,,,,RB,RB,RB,,,
65,,,,19764,1508,862,,,,,,,RB,RB,RB,,,
66,,,,37418,2907,658,,,,,,,RB,RB,RB,,,
67,,,,45187,3492,321,,,,,,,RB,RB,RB,,,
68,,,,33117,3640,1198,,,,,,,RB,RB,RB,,,
69,,,,60332,2754,391,,,,,,,RB,RB,RB,,,
70,,,,31192,2216,714,,,,,,,RB,RB,RB,,,
71,,,,36063,2465,685,,,,,,,RB,RB,RB,,,
72,,,,43610,520,597,,,,,,,RB,RB,RB,,,
73,,,,28867,3210,366,,,,,,,RB,RB,RB,,,
74,,,,41805,3246,1137,,,,,,,RB,RB,RB,,,
75,,,,28431,3244,657,,,,,,,RB,RB,RB,,,
76,,,,30245,1672,617,,,,,,,RB,RB,RB,,,
77,,,,27422,3236,1110,,,,,,,RB,RB,RB,,,
78,,,,44398,2835,382,,,,,,,RB,RB,RB,,,
79,,,,34243,2565,721,,,,,,,RB,RB,RB,,,
80,,,,26416,7854,238,,,,,,,RB,RB,RB,,,
81,,,,19773,2778,247,,,,,,,RB,RB,RB,,,
82,,,,16361,2025,296,,,,,,,RB,RB,RB,,,
83,,,,18142,1712,271,,,,,,,RB,RB,RB,,,
84,,,,34921,2729,591,,,,,,,RB,RB,RB,,,
85,,,,26716,1417,422,,,,,,,RB,RB,RB,,,
86,,,,16053,1929,341,,,,,,,RB,RB,RB,,,
87,,,,34910,2320,435,,,,,,,RB,RB,RB,,,
88,,,,29108,3098,182,,,,,,,RB,RB,RB,,,
89,,,,42353,2958,544,,,,,,,RB,RB,RB,,,
90,,,,7171,4132,761,,,,,,,RB,RB,RB,,,
91,,,,31048,3127,306,,,,,,,RB,RB,RB,,,
92,,,,49316,4317,415,,,,,,,RB,RB,RB,,,
93,,,,16509,2851,213,,,,,,,RB,RB,RB,,,
94,,,,28029,1928,433,,,,,,,RB,RB,RB,,,
95,,,,9015,2346,771,,,,,,,RB,RB,RB,,,
96,,,,39631,9592,521,,,,,,,RB,RB,RB,,,
97,,,,28214,329,557,,,,,,,RB,RB,RB,,,
98,,,,22660,1726,266,,,,,,,RB,RB,RB,,,
99,,,,23316,2016,205,,,,,,,RB,RB,RB,,,
100,,,,40674,3014,327,,,,,,,RB,RB,RB,,,
101,,,,20875,4131,406,,,,,,,RB,RB,RB,,,
102,,,,26284,2800,248,,,,,,,RB,RB,RB,,,
103,,,,22328,4504,406,,,,,,,RB,RB,RB,,,
104,,,,39641,2615,971,,,,,,,RB,RB,RB,,,
105,,,,31932,2104,549,,,,,,,RB,RB,RB,,,
106,,,,27018,1637,505,,,,,,,RB,RB,RB,,,
107,,,,20061,2477,250,,,,,,,RB,RB,RB,,,
108,,,,18446,2498,238,,,,,,,RB,RB,RB,,,
109,,,,25390,3349,685,,,,,,,,,,IRRATE CUSTOMER  PLEASE DO NOT WALK IN BACK SP # 110,,
110,,,,17991,1089,384,,,,,,,RB,RB,RB,IRRATE CUSTOMER  PLEASE DO NOT WALK IN BACK SP # 110,,
111,,,,30243,1319,260,,,,,,,RB,RB,RB,IRRATE CUSTOMER  PLEASE DO NOT WALK IN BACK SP # 110,,
112,,,,46357,2360,426,,,,,,,RB,RB,RB,,,
