1,,,,50419,736,95443,645,39,1560,813,36,1646,RB,RB,RB,,,
2,,,,67711,1434,46390,558,21,669,676,31,1191,RB,RB,RB,,,
3,,,,16944,476,90605,417,31,935,-16116,34,1319,RB,RB,RB,,,
4,,,,21402,495,100868,640,20,1099,-8015,30,1223,RB,RB,RB,,,
5,,,,19079,1485,154329,215,20,450,301,20,564,RB,RB,RB,,,
12,,,,8573,447,109591,351,18,348,-264,20,770,RB,RB,RB,,,
13,,,,6886,1401,17306,324,18,307,-30785,14,373,RB,RB,RB,,,
14,,,,4441,164,35043,211,12,280,223,7,189,RB,RB,RB,,,
15,,,,4059,956,51655,263,24,1091,378,21,917,RB,RB,RB,,,
16,,,,15438,1567,21891,365,19,410,348,14,429,RB,RB,RB,,,
17,,,,82675,358,135891,291,36,1020,163,9,111,RB,RB,RB,,,
18,,,,75516,231,240182,287,16,433,211,16,505,RB,RB,RB,,,
19,,,,21886,6210,30639,343,37,771,343,41,822,RB,RB,RB,,,
20,,,,10718,1620,14786,324,23,600,386,19,450,RB,RB,RB,,,
21,,,,17734,1218,29448,211,14,484,291,14,563,RB,RB,RB,,,
22,,,,19386,1213,32447,329,29,953,280,22,763,RB,RB,RB,,,
23,,,,8098,1562,32372,279,19,615,327,18,648,RB,RB,RB,,,
24,,,,5542,828,29976,182,11,489,181,12,497,RB,RB,RB,,,
25,,,,80525,977,28136,215,19,691,238,17,674,RB,RB,RB,,,
26,,,,10728,364,248454,310,17,178,289,-9982,283,RB,RB,RB,,,
27,,,,7539,1362,94739,346,25,1397,469,26,1464,RB,RB,RB,,,
28,,,,8529,1141,21248,308,10,502,265,12,344,RB,RB,RB,,,
29,,,,30023,620,173210,417,24,694,376,29,736,RB,RB,RB,,,
30,,,,29866,1834,228128,418,31,587,379,35,626,RB,RB,RB,,,
32,,,,92849,334,185378,753,29,1372,253,-3926,3261,RB,RB,RB,,,
33,,,,6375,2591,195389,582,40,1258,-9541,37,1369,RB,RB,RB,,,
34,,,,19552,662,178526,269,12,364,324,10,296,RB,RB,RB,,,
35,,,,4721,409,195962,322,24,892,-9654,25,917,RB,RB,RB,,,
36,,,,25788,8476,90224,377,10,395,339,9,323,RB,RB,RB,,,
37,,,,13168,3239,163164,169,11,181,181,10,162,RB,RB,RB,,,
38,,,,21013,3836,125228,358,24,637,346,25,743,RB,RB,RB,,,
39,,,,22869,9390,6159,606,37,761,677,25,670,RB,RB,RB,,,
40,,,,6927,2072,35915,144,35,233,173,25,580,RB,RB,RB,,,
41,,,,5108,128,6664,256,8,245,287,-8302,152,RB,RB,RB,,,
42,,,,1041,260,44540,107,17,235,122,16,594,RB,RB,RB,,,
43,,,,78531,4543,99530,525,14,369,484,18,597,RB,RB,RB,,,
44,,,,5566,1489,25050,241,19,425,289,28,861,RB,RB,RB,,,
45,,,,27551,3003,189996,310,49,1876,463,42,1657,RB,RB,RB,,,
46,,,,12576,8802,6299,313,18,259,383,20,643,RB,RB,RB,,,
47,,,,7372,1910,10664,438,13,766,288,16,419,RB,RB,RB,,,
48,,,,7435,351,16183,118,24,303,182,16,423,RB,RB,RB,,,
49,,,,29497,535,306525,273,29,939,320,23,653,RB,RB,RB,,,
50,,,,72676,418,6085,448,22,660,600,24,526,RB,RB,RB,,,
51,,,,93339,312,26620,150,26,530,180,-4177,514,RB,RB,RB,,,
52,,,,74700,1178,240460,687,23,896,-9474,15,667,RB,RB,RB,,,
53,,,,7143,1317,6753,267,21,575,387,26,926,RB,RB,RB,,,
54,,,,1899,2119,15009,402,21,383,232,29,254,RB,RB,RB,,,
55,,,,7614,1085,120212,696,27,449,1061,27,409,,,,,,
56,,,,6812,943,75240,177,16,166,293,36,1204,RB,RB,RB,,,
57,,,,1726,6051,95746,306,6,175,360,5,140,RB,RB,RB,,,
58,,,,15471,2028,238906,208,12,237,180,14,280,RB,RB,RB,,,
59,,,,28353,206,2772,352,14,266,429,-940,406,RB,RB,RB,,,
60,,,,86,484,4332,-9778,17,476,219,19,565,RB,RB,RB,,,
61,,,,37697,6830,35683,381,22,532,599,24,882,RB,RB,RB,,,
62,,,,86428,1039,4221,613,12,418,-9455,13,577,RB,RB,RB,,,
63,,,,56112,1134,35969,387,16,516,518,20,752,RB,RB,RB,,,
64,,,,9003,1243,25798,323,22,631,570,19,699,RB,RB,RB,,,
65,,,,8781,9384,19146,160,5,259,180,4,257,RB,RB,RB,,,
66,,,,4707,8360,299418,311,24,844,400,22,253,RB,RB,RB,,,
67,,,,51703,359,6667,441,15,785,407,16,381,RB,RB,RB,,,
68,,,,8907,5430,6368,343,24,729,382,22,689,RB,RB,RB,,,
69,,,,15934,2156,272539,196,10,260,329,21,513,RB,RB,RB,,,
70,,,,98433,243,3665,180,15,348,231,-9983,530,RB,RB,RB,,,
74,,,,4861,5474,4999,148,12,17,148,17,81,RB,RB,RB,,,
75,,,,8339,295,11312,309,15,215,292,14,234,RB,RB,RB,,,
76,,,,3300,4153,50348,479,32,767,614,33,783,RB,RB,RB,,,
77,,,,1661,4305,19501,707,15,400,515,19,367,RB,RB,RB,,,
78,,,,5195,2131,25832,402,30,449,486,28,453,RB,RB,RB,,,
79,,,,8608,8879,161430,285,14,281,66,1,16,RB,RB,RB,,,
80,,,,38313,196,37907,469,13,2874,463,15,524,RB,RB,RB,,,
81,,,,14536,9028,98427,336,11,350,260,9,248,RB,RB,RB,,,
82,,,,4478,408,62537,357,14,631,838,25,862,RB,RB,RB,,,
83,,,,4252,4523,21756,403,29,686,277,25,459,RB,RB,RB,,,
84,,,,4804,2885,9319,102,6,101,152,7,160,RB,RB,RB,,,
85,,,,333,7522,26321,-9554,60,1044,444,51,491,RB,RB,RB,,,
86,,,,676,1777,40139,368,19,442,402,20,979,RB,RB,RB,,,
87,,,,4087,926,3014,523,14,517,116,9,220,RB,RB,RB,,,
88,,,,6639,1596,2266,567,27,192,571,22,394,RB,RB,RB,,,
89,,,,8084,400,34880,321,21,567,249,27,754,RB,RB,RB,,,
90,,,,5072,1455,30047,325,21,422,833,27,762,,,,,,
91,,,,6186,1518,36667,284,24,806,390,23,878,RB,RB,RB,,,
92,,,,7894,515,37768,515,51,1067,475,29,659,RB,RB,RB,,,
93,,,,4560,1779,30844,213,35,947,209,19,636,RM,RB,RB,,,
94,,,,53555,5962,841,0,0,29,368,13,98,RB,RB,RB,,,
95,,,,2844,409,14547,458,33,1119,628,-4065,1279,RB,RB,RB,,,
96,,,,3458,2380,205282,443,36,1038,419,34,1156,RB,RB,RB,,,
97,,,,6505,5188,170837,106,20,239,162,29,507,RB,RB,RB,,,
98,,,,23951,2774,148094,580,27,1097,625,36,534,RB,RB,RB,,,
99,,,,93856,8282,43509,323,25,632,367,29,753,RB,RB,RB,,,
101,,,,22432,879,2326,404,18,409,499,17,490,RB,RB,RB,,,
102,,,,19614,8373,12727,383,30,1180,374,15,870,RB,RB,RB,,,
103,,,,3202,811,10037,260,8,189,299,7,172,RB,RB,RB,,,
104,,,,96245,299,3301,425,18,280,499,12,338,RB,RB,RB,,,
105,,,,14727,436,163392,386,33,189,313,-4295,279,RB,RB,RB,,,
106,,,,23633,1434,2617,152,9,333,180,11,620,RB,RB,RB,,,
107,,,,7137,276,31198,152,19,536,268,14,379,RB,RB,RB,,,
108,,,,9719,2926,38048,251,22,485,222,18,508,RB,RB,RB,,,
109,,,,6102,995,24638,704,18,570,782,22,758,RB,RB,RB,,,
110,,,,5337,3694,18310,181,18,366,184,15,351,RB,RB,RB,,,
111,,,,3101,1402,23821,288,14,497,319,14,345,RB,RB,RB,,,
112,,,,23947,2503,63881,370,30,1167,396,30,1185,RB,RB,RB,,,
113,,,,766,429,60961,362,31,755,256,15,1503,RB,RB,RB,,,
114,,,,32617,1539,16405,85,18,210,74,18,214,RB,RB,RB,,,
