54,,,,52743,2959,471,482,45,6,572,34,6,RB,RB,RB,,,
55,,,,21742,897,415,221,12,1,274,16,1,RB,RB,RB,,,
56,,,,22906,2909,689,154,32,5,264,39,7,RB,RB,RB,,,
57,,,,27732,1807,974,305,19,8,212,21,6,RB,RB,RB,,,
58,,,,21024,2714,396,151,21,5,189,25,7,RB,RB,RB,,,
59,,,,25339,4227,37,448,27,7,0,0,0,RB,RB,RB,,,
60,,,,25078,3168,1551,257,53,11,392,45,8,RB,RB,RB,,,
61,,,,37576,1256,805,323,24,6,378,18,10,RB,RB,RB,,,
62,,,,64719,2446,1061,528,28,6,838,27,7,RB,RB,RB,,,
63,,,,10260,2330,177,178,18,5,197,23,1,RB,RB,RB,,,
64,,,,27152,1338,684,214,14,4,188,14,3,RB,RB,RB,,,
65,,,,53721,2118,787,369,16,6,839,25,15,RB,RB,RB,,,
66,,,,53200,1669,1091,684,24,6,849,19,5,RB,RB,RB,,,
67,,,,17773,1197,180,317,9,1,143,5,1,RB,RB,RB,,,
68,,,,54354,4446,559,638,41,7,801,33,8,RB,RB,RB,,,
69,,,,14609,1219,595,117,16,6,129,15,5,RB,RB,RB,,,
70,,,,30457,1450,597,367,23,8,409,23,11,RB,RB,RB,,,
71,,,,29829,1368,862,298,15,10,379,14,10,RB,RB,RB,,,
72,,,,12542,704,545,188,11,7,478,4,2,RB,RB,RB,,,
73,,,,27401,425,543,279,4,4,300,4,6,RB,RB,RB,,,
74,,,,9936,1634,157,113,14,1,161,18,3,RB,RB,RB,,,
75,,,,54975,1615,2678,646,32,9,889,22,13,RB,RB,RB,,,
76,,,,30252,4654,869,120,60,10,343,33,10,RB,RB,RB,,,
77,,,,25252,2434,381,357,13,4,377,11,4,LF,LF,LF,,,
78,,,,13511,1743,326,102,18,3,214,21,4,RB,RB,RB,,,
79,,,,32821,2643,351,293,27,4,431,26,5,RB,RB,RB,,,
80,,,,15834,917,127,283,8,2,462,10,2,RB,RB,RB,,,
81,,,,46586,2568,491,422,19,4,616,19,5,RB,RB,RB,,,
82,,,,40947,395,813,172,9,4,336,11,7,RB,RB,RB,,,
83,,,,22577,1355,1266,161,6,2,277,10,8,RB,RB,RB,,,
84,,,,43041,1594,730,474,18,7,586,19,10,LF,LF,LF,,,
85,,,,33221,2175,271,223,31,7,260,32,7,RB,RB,RB,,,
86,,,,22644,1350,558,153,14,5,334,14,7,RB,RB,RB,,,
87,,,,24778,1474,573,251,16,6,349,18,6,RB,RB,RB,,,
88,,,,65497,2294,843,552,28,12,560,26,13,RB,RB,RB,,,
89,,,,54781,2752,1194,478,30,16,732,32,18,RB,RB,RB,,,
90,,,,15743,3918,453,149,46,4,108,5,4,RB,RB,RB,,,
91,,,,6761,1981,599,63,20,10,84,19,9,RB,RB,RB,,,
92,,,,17200,2171,467,189,30,7,212,25,6,RB,RB,RB,,,
93,,,,32772,1944,637,246,21,7,373,21,8,RB,RB,RB,,,
94,,,,27543,3061,285,369,27,4,340,29,2,RB,RB,RB,,,
95,,,,31115,6474,1501,186,33,10,236,32,18,RB,RB,RB,,,
96,,,,27491,1843,577,205,20,7,0,0,0,LF,LF,LF,,,
97,,,,20747,436,1673,183,9,2,253,12,3,LF,LF,LF,,,
98,,,,32631,4246,879,316,18,13,408,18,10,RB,RB,RB,,,
99,,,,26111,1488,398,183,9,1,273,16,4,RB,RB,RB,,,
100,,,,37321,2352,502,496,31,7,519,21,8,RB,RB,RB,,,
101,,,,29104,2342,890,273,30,11,371,27,10,RB,RB,RB,,,
102,,,,51972,1489,794,569,26,7,572,26,7,RB,RB,RB,,,
103,,,,15637,1470,328,95,22,1,163,21,1,RB,RB,RB,,,
104,,,,19132,1143,293,340,21,7,355,22,9,RB,RB,RB,,,
105,,,,54243,2717,676,157,12,3,758,31,9,RB,RB,RB,,,
106,,,,40562,1914,368,268,15,3,389,26,3,RB,RB,RB,,,
107,,,,29831,3431,734,222,14,3,364,18,5,RB,RB,RB,,,
108,,,,36482,1964,936,667,18,7,341,18,11,RB,RB,RB,,,
109,,,,30033,3794,615,399,36,6,303,39,6,RB,RB,RB,,,
110,,,,52785,3161,833,547,33,21,700,29,9,RB,RB,RB,,,
111,,,,27797,4397,458,330,52,7,409,48,9,RB,RB,RB,,,
113,,,,12074,787,452,161,8,8,428,22,9,RB,RB,RB,,,
114,,,,37796,2140,1261,67,9,2,383,20,7,RB,RB,RB,,,
115,,,,37322,2275,786,419,24,8,551,26,10,RB,RB,RB,,,
116,,,,25482,2163,570,277,25,6,380,21,7,RB,RB,RB,,,
117,,,,6587,2567,682,263,18,5,310,23,6,RB,RB,RB,,,
118,,,,30640,2613,1642,295,29,22,552,25,13,RB,RB,RB,,,
119,,,,30634,1676,838,171,6,10,519,27,13,RB,RB,RB,,,
120,,,,25739,2492,824,342,30,14,357,22,9,RB,RB,RB,,,
121,,,,61171,3327,1092,608,30,23,759,34,24,RB,RB,RB,,,
122,,,,32354,3515,187,423,19,4,479,24,4,RB,RB,RB,,,
123,,,,15488,2097,489,258,20,6,479,19,6,RB,RB,RB,,,
124,,,,27127,3224,614,180,14,5,212,25,5,RB,RB,RB,,,
125,,,,31127,1789,614,256,15,9,407,12,7,RB,RB,RB,,,
126,,,,26991,3172,913,293,44,9,356,30,9,RB,RB,RB,,,
127,,,,27711,1836,867,250,14,7,426,22,12,RB,RB,RB,,,
128,,,,28281,729,83,9,0,0,476,13,2,RB,RB,RB,,,
129,,,,26535,3019,217,184,12,2,229,10,2,RB,RB,RB,,,
130,,,,32456,2631,581,92,6,4,389,24,5,RB,RB,RB,,,
131,,,,24991,2500,526,339,37,7,358,25,8,RB,RB,RB,,,
132,,,,77522,2413,1219,760,22,6,865,23,10,RB,RB,RB,,,
133,,,,40300,2314,534,339,25,4,425,27,7,RB,RB,RB,,,
134,,,,29976,2170,885,232,17,11,465,20,12,RB,RB,RB,,,
135,,,,29965,1266,9,272,13,5,257,13,3,RB,RB,RB,,,
136,,,,38072,2697,1108,292,21,5,630,40,18,RB,RB,RB,,,
137,,,,54988,5021,446,361,53,5,409,48,3,RB,RB,RB,,,
138,,,,61908,3183,1883,316,21,13,599,19,13,RB,RB,RB,,,
139,,,,38909,1293,1196,374,16,12,474,19,11,RB,RB,RB,,,
140,,,,20674,2211,559,243,33,6,318,31,13,RB,RB,RB,,,
141,,,,52100,2820,1187,660,28,16,820,22,16,RB,RB,RB,,,
142,,,,41382,2293,987,238,36,16,282,35,16,LF,LF,LF,,,
143,,,,21265,2036,335,93,18,3,223,18,5,RB,RB,RB,,,
144,,,,16962,775,624,148,13,5,196,14,5,RB,RB,RB,,,
145,,,,20995,491,429,178,13,2,277,12,13,RB,RB,RB,,,
146,,,,25855,2122,639,222,21,9,309,23,10,RB,RB,RB,,,
147,,,,9342,2436,1358,313,22,8,461,30,12,RB,RB,RB,,,
148,,,,34313,3067,502,375,23,6,506,21,8,RB,RB,RB,,,
149,,,,45582,2479,259,431,17,4,427,16,3,RB,RB,RB,,,
150,,,,50346,3228,408,428,19,3,509,20,3,RB,RB,RB,,,
151,,,,41866,2932,495,864,23,5,534,31,10,RB,RB,RB,,,
152,,,,41093,5917,643,476,31,10,675,32,10,RB,RB,RB,,,
153,,,,23611,1975,489,244,32,10,293,32,9,RB,RB,RB,,,
154,,,,60944,1826,1022,516,18,6,488,20,6,RB,RB,RB,,,
155,,,,52051,2780,1333,205,18,10,284,15,8,RB,RB,RB,,,
156,,,,85284,2637,1489,588,28,7,825,30,17,RB,RB,RB,,,
157,,,,31103,2614,396,369,27,9,416,32,9,RB,RB,RB,,,
158,,,,33789,1764,340,297,5,3,456,10,4,RB,RB,RB,,,
159,,,,36917,2628,607,207,19,10,20,3,1,RB,RB,RB,,,
160,,,,26272,1203,175,261,11,1,376,12,2,RB,RB,RB,,,
161,,,,9600,2266,809,350,20,13,263,22,8,RB,RB,RB,,,
162,,,,65893,2503,398,310,23,2,585,23,4,RB,RB,RB,,,
163,,,,25076,1438,476,179,19,5,232,22,4,RB,RB,RB,,,
164,,,,7415,1004,342,230,17,9,138,11,4,RB,RB,RB,,,
165,,,,35732,2680,562,462,28,5,409,13,9,RB,RB,RB,,,
166,,,,6935,3348,726,183,34,11,273,22,11,RB,RB,RB,,,
167,,,,22751,1899,969,137,13,4,278,20,4,RB,RB,RB,,,
168,,,,36148,2907,42,507,39,5,570,34,7,RB,RB,RB,,,
169,,,,35495,2536,332,278,12,5,469,17,5,RB,RB,RB,,,
170,,,,44280,2971,19,546,13,3,610,35,5,RB,RB,RB,,,
171,,,,18418,1622,451,93,8,5,478,35,6,RB,RB,RB,,,
172,,,,27107,3201,1130,350,33,5,371,38,14,RB,RB,RB,,,
173,,,,24777,1375,617,238,14,10,301,16,7,RB,RB,RB,,,
174,,,,24106,2997,1442,170,30,6,441,35,15,RB,RB,RB,,,
175,,,,28003,1808,546,298,15,3,463,18,5,RB,RB,RB,,,
176,,,,17398,6372,438,225,33,9,282,32,11,RB,RB,RB,,,
177,,,,17705,1075,1056,284,22,7,422,24,11,RB,RB,RB,,,
178,,,,30167,2124,517,316,24,4,388,20,5,RB,RB,RB,,,
179,,,,33101,2087,707,410,29,7,402,27,7,RB,RB,RB,,,
180,,,,45752,3332,1536,278,27,10,469,39,12,RB,RB,RB,,,
181,,,,28602,1362,430,347,23,6,284,22,8,RB,RB,RB,,,
182,,,,32181,2307,1497,173,22,21,388,26,17,RB,RB,RB,,,
183,,,,26837,2679,694,282,25,13,370,21,11,RB,RB,RB,,,
184,,,,31756,1522,1012,314,14,11,571,13,17,RB,RB,RB,,,
185,,,,24302,2059,2520,247,25,4,251,21,3,RB,RB,RB,,,
186,,,,33657,2497,696,396,21,7,602,20,10,RB,RB,RB,,,
187,,,,44223,1890,1057,332,18,3,627,21,6,RB,RB,RB,,,
188,,,,41596,1783,746,303,30,11,684,17,11,RB,RB,RB,,,
189,,,,51580,1590,969,458,18,9,684,21,19,RB,RB,RB,,,
190,,,,30861,1621,736,310,15,8,411,13,10,RB,RB,RB,,,
191,,,,30018,1959,1093,439,24,11,550,25,21,RB,RB,RB,,,
192,,,,40355,2054,1419,381,18,15,410,19,10,RB,RB,RB,,,
193,,,,59196,2316,534,281,9,9,354,12,3,RB,RB,RB,,,
194,,,,33241,3896,1038,399,70,7,507,47,11,RB,RB,RB,,,
195,,,,23560,3898,842,527,20,16,664,28,22,RB,RB,RB,,,
196,,,,46785,817,18,449,9,18,595,10,0,RB,RB,RB,,,
197,,,,24634,2367,1736,373,23,10,592,25,14,RB,RB,RB,,,
198,,,,27978,2571,238,197,24,3,308,30,4,RB,RB,RB,,,
199,,,,30716,2224,764,395,74,2,348,42,4,RB,RB,RB,,,
200,,,,13478,1116,1024,270,14,6,314,14,10,RB,RB,RB,,,
201,,,,6383,1797,314,131,16,4,135,13,4,RB,RB,RB,,,
202,,,,23832,1289,591,303,18,6,293,13,6,RB,RB,RB,,,
203,,,,20763,2238,970,0,52,15,171,28,9,RB,RB,RB,,,
204,,,,33015,3899,564,344,21,4,461,22,7,LF,LF,LF,,,
205,,,,16464,2598,792,154,15,3,196,14,12,RB,RB,RB,,,
206,,,,13446,3637,206,143,29,2,265,30,4,RB,RB,RB,,,
207,,,,57625,3340,1652,519,38,18,730,44,18,RB,RB,RB,,,
208,,,,22877,2746,182,9,22,3,625,33,5,RB,RB,RB,,,
209,,,,29337,3338,927,662,39,6,689,29,64,RB,RB,RB,,,
210,,,,26402,1749,1210,39,9,10,186,21,15,LF,LF,LF,,,
211,,,,48423,3507,2438,737,26,12,696,21,11,RB,RB,RB,,,
212,,,,53964,2227,482,212,20,4,340,21,6,RB,RB,RB,,,
213,,,,26933,2027,881,508,39,13,222,11,28,RB,RB,RB,,,
214,,,,76671,1191,408,1240,5,1,888,5,1,RB,RB,RB,,,
215,,,,26069,2948,946,252,19,8,322,20,13,RB,RB,RB,,,
216,,,,32487,3477,2053,307,36,9,334,39,13,RB,RB,RB,,,
217,,,,65848,1903,992,161,21,0,552,22,9,RB,RB,RB,,,
218,,,,28761,4310,812,356,52,15,397,47,9,RB,RB,RB,,,
219,,,,26041,2541,666,207,19,7,269,21,9,RB,RB,RB,,,
220,,,,37959,4308,361,313,2,0,960,36,8,RB,RB,RB,,,
221,,,,64773,3161,1756,669,24,13,765,15,14,RB,RB,RB,,,
222,,,,26974,1563,495,288,15,4,310,22,5,RB,RB,RB,,,
223,,,,24950,2164,211,130,9,2,190,12,3,RB,RB,RB,,,
224,,,,40896,2666,532,559,43,12,600,30,7,RB,RB,RB,,,
225,,,,36617,2742,976,255,23,8,346,24,9,RB,RB,RB,,,
226,,,,32214,2965,1240,236,37,7,297,34,16,RB,RB,RB,,,
227,,,,27595,3029,672,184,23,6,240,24,5,RB,RB,RB,,,
228,,,,25249,1252,163,330,9,2,265,10,2,RB,RB,RB,,,
229,,,,35403,1873,530,107,0,3,377,15,5,RB,RB,RB,,,
230,,,,42618,2363,320,375,17,3,536,23,4,RB,RB,RB,,,
231,,,,50764,2269,1286,674,41,16,956,35,22,RB,RB,RB,,,
232,,,,37146,2424,412,409,17,4,565,23,9,YRB,RB,RB,,,
233,,,,20913,1501,760,193,21,6,285,17,10,RB,RB,RB,,,
234,,,,36231,2354,407,238,24,3,183,8,0,RB,RB,RB,,,
235,,,,31892,2444,345,286,25,2,405,25,7,RB,RB,RB,,,
236,,,,43739,2709,721,399,13,8,524,14,7,RB,RB,RB,,,
237,,,,13826,3370,388,246,30,5,364,28,5,RB,RB,RB,,,
238,,,,47884,2855,1120,435,21,5,515,19,22,RB,RB,RB,,,
239,,,,28805,3752,1020,247,15,13,381,22,13,RB,RB,RB,,,
240,,,,41792,1571,733,270,20,7,377,21,5,RB,RB,RB,,,
241,,,,21698,1511,1460,206,13,4,219,11,7,RB,RB,RB,,,
242,,,,41076,2890,1292,454,19,22,653,25,27,RB,RB,RB,,,
243,,,,38384,3256,185,396,21,3,519,24,2,RB,RB,RB,,,
244,,,,18167,656,156,334,11,1,436,11,1,RB,RB,RB,,,
245,,,,82430,2244,1088,252,21,18,562,24,9,RB,RB,RB,,,
246,,,,22608,1515,332,298,11,4,271,10,2,RB,RB,RB,,,
247,,,,36020,1913,491,269,10,5,366,19,8,RB,RB,RB,,,
248,,,,36836,2939,395,277,21,4,408,16,6,RB,RB,RB,,,
249,,,,58550,3055,913,532,24,4,683,30,10,RB,RB,RB,,,
250,,,,19533,1996,416,200,23,2,217,22,2,RB,RB,RB,,,
251,,,,40952,1885,517,409,19,5,466,22,5,RB,RB,RB,,,
252,,,,67154,2666,1149,1461,18,8,1804,16,8,RB,RB,RB,,,
253,,,,42118,2845,126,363,26,2,548,21,1,RB,RB,RB,,,
254,,,,41758,2893,369,207,13,3,260,16,4,RB,RB,RB,,,
255,,,,31300,2119,438,247,15,6,407,18,5,RB,RB,RB,,,
256,,,,25770,2702,673,145,20,4,331,34,4,ORB,ORB,RB,,,
257,,,,54431,3026,657,163,11,8,358,16,12,RB,RB,RB,,,
258,,,,36460,2661,482,269,25,5,389,27,4,RB,RB,RB,,,
259,,,,34040,2585,317,546,28,4,617,21,8,RB,RB,RB,,,
260,,,,16415,1195,341,308,28,7,451,35,11,RB,RB,RB,,,
261,,,,25463,2816,2071,226,30,8,322,27,16,RB,RB,RB,,,
262,,,,43813,2097,775,96,18,2,2,7,0,RB,RB,RB,,,
263,,,,28556,2421,706,335,25,7,349,24,19,RB,RB,RB,,,
264,,,,44984,2276,1281,360,19,15,539,23,13,RB,RB,RB,,,
265,,,,95543,3505,1602,406,18,4,509,20,5,RB,RB,RB,,,
266,,,,23111,2469,617,243,24,5,153,23,6,RB,RB,RB,,,
267,,,,29587,3217,609,360,29,10,486,26,11,RB,RB,RB,,,
268,,,,42071,2917,556,317,25,8,397,24,7,RB,RB,RB,,,
269,,,,15376,3902,827,78,26,6,99,18,7,RB,RB,RB,,,
270,,,,55533,1613,928,354,14,10,460,15,7,RB,RB,RB,,,
271,,,,76187,3188,664,252,32,8,495,25,8,RB,RB,RB,,,
272,,,,18226,2319,267,165,19,4,196,11,6,RB,RB,RB,,,
273,,,,51695,2158,1917,650,21,19,638,19,26,RB,RB,RB,,,
274,,,,43728,3030,436,288,18,5,450,21,5,RB,RB,RB,,,
275,,,,34537,2544,1248,249,23,9,517,33,32,RB,RB,RB,,,
276,,,,26659,4532,372,83,5,0,322,48,6,RB,RB,RB,,,
277,,,,26657,1427,3174,189,10,11,308,10,7,RB,RB,RB,,,
278,,,,42120,1786,1565,152,7,1,446,18,7,RB,RB,RB,,,
279,,,,54726,1815,1605,375,0,10,282,12,0,RB,RB,RB,,,
280,,,,39955,2460,619,302,28,10,322,19,7,RB,RB,RB,,,
281,,,,36477,1649,2112,195,10,6,357,12,6,RB,RB,RB,,,
282,,,,21855,807,413,239,9,8,339,12,3,RB,RB,RB,,,
283,,,,49899,2775,239,425,41,3,587,24,3,RB,RB,RB,,,
284,,,,49507,2001,928,458,19,3,582,13,9,RB,RB,RB,,,
285,,,,33127,1977,630,0,9,3,0,3,2,RB,RB,RB,,,
286,,,,29344,2254,633,410,30,7,419,24,9,RB,RB,RB,,,
287,,,,25377,3092,1272,212,29,11,490,39,20,RB,RB,RB,,,
288,,,,24394,448,258,162,11,3,159,8,1,RB,RB,RB,,,
289,,,,44660,2352,680,523,20,4,519,4,11,RB,RB,RB,,,
290,,,,30841,3740,665,297,16,7,628,94,11,RB,RB,RB,,,
291,,,,35253,3645,95,301,9,4,432,18,1,RB,RB,RB,,,
292,,,,35668,1693,356,467,16,1,874,21,25,RB,RB,RB,,,
293,,,,17164,1887,180,164,30,4,233,30,8,RB,RB,RB,,,
294,,,,37975,1144,1832,387,8,8,499,9,10,RB,RB,RB,,,
295,,,,36472,1405,510,277,16,4,500,23,9,RB,RB,RB,,,
296,,,,37105,1711,921,386,22,8,444,23,10,RB,RB,RB,,,
297,,,,28038,537,1346,292,21,6,254,14,6,RB,RB,RB,,,
298,,,,18442,1724,1977,190,21,9,208,16,11,RB,RB,RB,,,
299,,,,20863,2335,1068,231,30,11,285,27,13,RB,RB,RB,,,
300,,,,42537,1149,978,451,19,15,605,19,14,RB,RB,RB,,,
301,,,,39963,936,1085,246,15,7,303,14,16,RB,RB,RB,,,
302,,,,12318,1134,637,215,25,14,344,26,18,RB,RB,RB,,,
303,,,,24254,876,1142,258,24,7,340,25,9,RB,RB,RB,,,
304,,,,55274,987,2144,310,20,15,463,21,18,RB,RB,RB,,,
305,,,,35789,5019,746,394,35,6,455,39,12,RB,RB,RB,,,
306,,,,24021,2688,1398,217,27,16,271,28,20,RB,RB,RB,,,
307,,,,26371,1481,722,279,6,12,372,8,6,RB,RB,RB,,,
308,,,,25578,3228,517,260,19,5,391,20,6,RB,RB,RB,,,
309,,,,57003,2874,992,401,26,12,896,29,13,RB,RB,RB,,,
310,,,,15914,1621,94,116,29,5,0,0,0,RB,RB,RB,,,
311,,,,38046,2602,1374,464,57,28,473,17,6,RB,RB,RB,,,
312,,,,66207,2614,1597,701,19,12,1045,23,18,RB,RB,RB,,,
313,,,,31123,2681,1177,262,26,3,325,22,5,RB,RB,RB,,,
314,,,,44626,1901,856,509,25,9,658,21,7,RB,RB,RB,,,
315,,,,19315,1605,659,131,6,10,139,5,5,RB,RB,RB,,,
