1,,,,1976,29245,1016,84,368,8,20,465,10,RB,RB,RB,,,
3,,,,1524,38305,698,62,389,18,,,,RB,RB,RB,,,
4,,,,2650,16200,648,129,327,19,,,,RB,RB,RB,,,
5,,,,2839,34188,1865,67,347,13,,,,RB,RB,RB,,,
6,,,,2263,24811,654,29,910,10,,,,RB,RB,RB,,,
7,,,,1354,16078,518,47,815,6,,,,RB,RB,RB,,,
8,,,,891,16474,240,23,836,5,,,,RB,RB,RB,,,
9,,,,1767,24422,109,74,326,3,,,,RB,RB,RB,,,
10,,,,1267,23786,348,41,141,5,,,,RB,RB,RB,,,
11,,,,2381,28163,560,93,327,5,,,,LF,LF,LF,,,
12,,,,2725,18308,776,91,243,6,,,,RB,RB,RB,,,
13,,,,1558,33947,319,52,325,4,,,,RB,RB,RB,,,
14,,,,1045,2697,180,35,115,1,,,,RB,RB,RB,,,
15,,,,2336,23101,729,106,492,10,,,,RB,RB,RB,,,
16,,,,1606,20291,621,59,241,2,,,,RB,RB,RB,,,
17,,,,2050,56237,759,64,541,9,,,,LM,LM,LM,,,
18,,,,3291,28822,757,140,350,7,,,,RB,RB,RB,,,
19,,,,2136,32061,379,66,246,8,,,,RB,RB,RB,,,
20,,,,2184,57533,684,94,363,7,,,,RB,RB,RB,,,
21,,,,2457,32471,1071,101,381,5,,,,RB,RB,RB,,,
22,,,,1540,25722,269,56,300,4,,,,RB,RB,RB,,,
23,,,,1582,34371,1078,40,418,9,,,,RB,RB,RB,,,
24,,,,1471,18953,310,32,268,4,,,,RB,RB,RB,,,
25,,,,1494,28446,300,62,316,3,,,,RB,RB,RB,,,
26,,,,1592,39725,627,31,1034,8,,,,RB,RB,RB,,,
27,,,,1890,52976,1104,52,411,6,,,,RB,RB,RB,,,
28,,,,2498,30974,753,137,453,4,,,,RB,RB,RB,,,
29,,,,1431,24732,383,85,361,2,,,,RB,RB,RB,,,
30,,,,2189,735,269,88,405,9,,,,RB,RB,RB,,,
31,,,,3060,30636,814,85,235,7,,,,RB,RM,RB,,,
32,,,,2392,67198,1413,83,950,13,,,,RB,RB,RB,,,
33,,,,4497,60634,414,137,640,2,,,,RB,YRB,RB,,,
34,,,,4158,86345,939,140,580,14,,,,RB,RB,RB,,,
35,,,,2193,29518,818,52,378,11,,,,ORB,RB,RB,,,
36,,,,4132,43715,564,164,571,5,,,,LF,LF,LF,,,
37,,,,1663,31709,954,62,426,7,,,,RB,RB,RB,,,
38,,,,2786,46125,446,74,1351,10,,,,RB,RB,RB,,,
39,,,,4219,30583,647,218,541,4,,,,RB,RB,RB,,,
40,,,,2062,64537,2580,64,733,32,,,,RB,RB,RB,,,
43,,,,2684,35369,240,94,277,6,,,,LF,LF,LF,,,
