28,6/1/2016,6,/S,SEWER,,51.58,,51.58
29,6/1/2016,4,/R,RENT,,550.00,,550.00
29,6/1/2016,5,/T,TRASH,,29.75,,29.75
29,6/1/2016,6,/S,SEWER,,51.58,,51.58
3,6/1/2016,4,/R,RENT,,550.00,,550.00
3,6/1/2016,5,/T,TRASH,,29.75,,29.75
3,6/1/2016,6,/S,SEWER,,51.58,,51.58
30,6/1/2016,4,/R,RENT,,635.00,,635.00
30,6/1/2016,5,/T,TRASH,,29.75,,29.75
30,6/1/2016,6,/S,SEWER,,51.58,,51.58
31,6/1/2016,4,/R,RENT,,560.00,,560.00
31,6/1/2016,5,/T,TRASH,,29.75,,29.75
31,6/1/2016,6,/S,SEWER,,51.58,,51.58
32,6/1/2016,4,/R,RENT,,498.00,,498.00
32,6/1/2016,5,/T,TRASH,,29.75,,29.75
32,6/1/2016,6,/S,SEWER,,51.58,,51.58
33,6/1/2016,4,/R,RENT,,550.00,,550.00
33,6/1/2016,5,/T,TRASH,,29.75,,29.75
33,6/1/2016,6,/S,SEWER,,51.58,,51.58
34,6/1/2016,4,/R,RENT,,625.00,,625.00
34,6/1/2016,5,/T,TRASH,,29.75,,29.75
34,6/1/2016,6,/S,SEWER,,51.58,,51.58
35,6/1/2016,4,/R,RENT,,555.00,,555.00
35,6/1/2016,5,/T,TRASH,,29.75,,29.75
35,6/1/2016,6,/S,SEWER,,51.58,,51.58
36,6/1/2016,4,/R,RENT,,595.00,,595.00
36,6/1/2016,5,/T,TRASH,,29.75,,29.75
36,6/1/2016,6,/S,SEWER,,51.58,,51.58
37,6/1/2016,4,/R,RENT,,570.00,,570.00
37,6/1/2016,5,/T,TRASH,,29.75,,29.75
37,6/1/2016,6,/S,SEWER,,51.58,,51.58
38,6/1/2016,4,/R,RENT,,585.00,,585.00
38,6/1/2016,5,/T,TRASH,,29.75,,29.75
38,6/1/2016,6,/S,SEWER,,51.58,,51.58
39,6/1/2016,4,/R,RENT,,515.00,,515.00
39,6/1/2016,5,/T,TRASH,,29.75,,29.75
39,6/1/2016,6,/S,SEWER,,51.58,,51.58
4,6/1/2016,4,/R,RENT,,535.00,,535.00
4,6/1/2016,5,/T,TRASH,,29.75,,29.75
4,6/1/2016,6,/S,SEWER,,51.58,,51.58
40,6/1/2016,4,/R,RENT,,550.00,,550.00
40,6/1/2016,5,/T,TRASH,,29.75,,29.75
40,6/1/2016,6,/S,SEWER,,51.58,,51.58
41,6/1/2016,4,/R,RENT,,532.00,,532.00
41,6/1/2016,5,/T,TRASH,,29.75,,29.75
41,6/1/2016,6,/S,SEWER,,51.58,,51.58
42,6/1/2016,4,/R,RENT,,595.00,,595.00
42,6/1/2016,5,/T,TRASH,,29.75,,29.75
42,6/1/2016,6,/S,SEWER,,51.58,,51.58
43,6/1/2016,4,/R,RENT,,515.00,,515.00
43,6/1/2016,5,/T,TRASH,,29.75,,29.75
43,6/1/2016,6,/S,SEWER,,51.58,,51.58
44,6/1/2016,4,/R,RENT,,545.00,,545.00
44,6/1/2016,5,/T,TRASH,,29.75,,29.75
44,6/1/2016,6,/S,SEWER,,51.58,,51.58
45,6/1/2016,4,/R,RENT,,503.00,,503.00
45,6/1/2016,5,/T,TRASH,,29.75,,29.75
45,6/1/2016,6,/S,SEWER,,51.58,,51.58
